name,online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Laziz Pizza,Yes,No,3.8,46,Koramangala 7th Block,Quick Bites,Fast Food,400,Dine-out
Laziz Pizza,Yes,No,3.8,46,Koramangala 7th Block,Quick Bites,Pizza,400,Dine-out
Burger King,Yes,No,3.9,1049,Koramangala 7th Block,Quick Bites,Fast Food,600,Dine-out
Rollin,Yes,No,4.0,212,Koramangala 4th Block,Quick Bites,Continental,400,Dine-out
Rollin,Yes,No,4.0,212,Koramangala 4th Block,Quick Bites,Pizza,400,Dine-out
Rollin,Yes,No,4.0,212,Koramangala 4th Block,Quick Bites,Chinese,400,Dine-out
Mitran Da Junction,Yes,No,4.1,322,Koramangala 6th Block,Quick Bites,North Indian,600,Dine-out
Desi Dhaba,No,No,3.7,35,Koramangala 7th Block,Quick Bites,North Indian,300,Dine-out
Desi Dhaba,No,No,3.7,35,Koramangala 7th Block,Quick Bites,Chinese,300,Dine-out
The Breakfast Truck,No,No,3.8,65,Koramangala 6th Block,Quick Bites,Continental,550,Dine-out
Calicut Durbar,Yes,No,3.8,57,Koramangala 7th Block,Quick Bites,North Indian,500,Dine-out
Kevins Kitchen,Yes,No,3.7,103,Koramangala 6th Block,Quick Bites,North Indian,400,Dine-out
Kevins Kitchen,Yes,No,3.7,103,Koramangala 6th Block,Quick Bites,Chinese,400,Dine-out
The Bier Library,Yes,Yes,4.3,567,Koramangala 6th Block,"Microbrewery, Casual Dining",Continental,2000,Drinks & nightlife
The Bier Library,Yes,Yes,4.3,567,Koramangala 6th Block,"Microbrewery, Casual Dining",North Indian,2000,Drinks & nightlife
The Bier Library,Yes,Yes,4.3,567,Koramangala 6th Block,"Microbrewery, Casual Dining",Pizza,2000,Drinks & nightlife
Koramangala Social,Yes,No,4.6,4695,Koramangala 7th Block,Lounge,American,1500,Drinks & nightlife
Koramangala Social,Yes,No,4.6,4695,Koramangala 7th Block,Lounge,North Indian,1500,Drinks & nightlife
Koramangala Social,Yes,No,4.6,4695,Koramangala 7th Block,Lounge,Chinese,1500,Drinks & nightlife
Fenny's Lounge And Kitchen,No,Yes,4.5,6377,Koramangala 7th Block,"Bar, Casual Dining",Pizza,1600,Drinks & nightlife
Fenny's Lounge And Kitchen,No,Yes,4.5,6377,Koramangala 7th Block,"Bar, Casual Dining",Continental,1600,Drinks & nightlife
Prost Brew Pub,No,Yes,4.5,7856,Koramangala 4th Block,"Pub, Microbrewery",American,1800,Drinks & nightlife
Prost Brew Pub,No,Yes,4.5,7856,Koramangala 4th Block,"Pub, Microbrewery",Continental,1800,Drinks & nightlife
Prost Brew Pub,No,Yes,4.5,7856,Koramangala 4th Block,"Pub, Microbrewery",North Indian,1800,Drinks & nightlife
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",Continental,1200,Drinks & nightlife
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",South Indian,1200,Drinks & nightlife
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",Italian,1200,Drinks & nightlife
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",North Indian,1200,Drinks & nightlife
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",Chinese,1200,Drinks & nightlife
The Terrace at Gilly's Redefined,No,Yes,4.6,895,Koramangala 4th Block,"Microbrewery, Casual Dining",Continental,1400,Drinks & nightlife
The Terrace at Gilly's Redefined,No,Yes,4.6,895,Koramangala 4th Block,"Microbrewery, Casual Dining",North Indian,1400,Drinks & nightlife
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",American,1200,Drinks & nightlife
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",North Indian,1200,Drinks & nightlife
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",Pizza,1200,Drinks & nightlife
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",Continental,1200,Drinks & nightlife
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",Italian,1200,Drinks & nightlife
Sotally Tober,No,Yes,4.4,4086,Koramangala 4th Block,"Bar, Casual Dining",Pizza,1200,Drinks & nightlife
Sotally Tober,No,Yes,4.4,4086,Koramangala 4th Block,"Bar, Casual Dining",Chinese,1200,Drinks & nightlife
1522 - The Pub,No,Yes,4.2,1743,Koramangala 4th Block,Pub,Chinese,1400,Drinks & nightlife
1522 - The Pub,No,Yes,4.2,1743,Koramangala 4th Block,Pub,Continental,1400,Drinks & nightlife
1522 - The Pub,No,Yes,4.2,1743,Koramangala 4th Block,Pub,North Indian,1400,Drinks & nightlife
The Old Fashioned Bar,No,Yes,4.5,577,Koramangala 6th Block,Bar,North Indian,1000,Drinks & nightlife
The Old Fashioned Bar,No,Yes,4.5,577,Koramangala 6th Block,Bar,Continental,1000,Drinks & nightlife
Harry's Bar + Cafe,Yes,Yes,4.2,1369,Koramangala 7th Block,"Casual Dining, Bar",American,1400,Drinks & nightlife
The Beer Cafe,Yes,Yes,4.2,1177,Koramangala 4th Block,Pub,Chinese,1300,Drinks & nightlife
The Beer Cafe,Yes,Yes,4.2,1177,Koramangala 4th Block,Pub,Italian,1300,Drinks & nightlife
Sutra Spice-The Resto Bar,No,No,3.9,35,Koramangala 4th Block,Bar,South Indian,1000,Drinks & nightlife
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,Koramangala 4th Block,Bar,North Indian,1200,Drinks & nightlife
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,Koramangala 4th Block,Bar,Chinese,1200,Drinks & nightlife
Banana Beach Bar,Yes,Yes,3.7,1015,Koramangala 6th Block,Bar,Continental,1300,Drinks & nightlife
Banana Beach Bar,Yes,Yes,3.7,1015,Koramangala 6th Block,Bar,Chinese,1300,Drinks & nightlife
Barcode,No,Yes,3.8,170,Koramangala 4th Block,Bar,South Indian,1300,Drinks & nightlife
Barcode,No,Yes,3.8,170,Koramangala 4th Block,Bar,North Indian,1300,Drinks & nightlife
Fenny's Lounge And Kitchen,No,Yes,4.5,6377,Koramangala 7th Block,"Bar, Casual Dining",Pizza,1600,Pubs and bars
Fenny's Lounge And Kitchen,No,Yes,4.5,6377,Koramangala 7th Block,"Bar, Casual Dining",Continental,1600,Pubs and bars
Prost Brew Pub,No,Yes,4.5,7856,Koramangala 4th Block,"Pub, Microbrewery",American,1800,Pubs and bars
Prost Brew Pub,No,Yes,4.5,7856,Koramangala 4th Block,"Pub, Microbrewery",Continental,1800,Pubs and bars
Prost Brew Pub,No,Yes,4.5,7856,Koramangala 4th Block,"Pub, Microbrewery",North Indian,1800,Pubs and bars
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",Continental,1200,Pubs and bars
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",South Indian,1200,Pubs and bars
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",Italian,1200,Pubs and bars
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",North Indian,1200,Pubs and bars
The Fixx,No,Yes,4.3,221,Koramangala 4th Block,"Casual Dining, Bar",Chinese,1200,Pubs and bars
Punjab Bistro,Yes,Yes,4.4,459,Koramangala 7th Block,"Casual Dining, Bar",North Indian,1500,Pubs and bars
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",American,1200,Pubs and bars
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",North Indian,1200,Pubs and bars
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",Pizza,1200,Pubs and bars
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",Continental,1200,Pubs and bars
Myu Bar at Gilly's Redefined,No,Yes,4.4,1237,Koramangala 4th Block,"Microbrewery, Bar",Italian,1200,Pubs and bars
Sotally Tober,No,Yes,4.4,4086,Koramangala 4th Block,"Bar, Casual Dining",Pizza,1200,Pubs and bars
Sotally Tober,No,Yes,4.4,4086,Koramangala 4th Block,"Bar, Casual Dining",Chinese,1200,Pubs and bars
1522 - The Pub,No,Yes,4.2,1743,Koramangala 4th Block,Pub,Chinese,1400,Pubs and bars
1522 - The Pub,No,Yes,4.2,1743,Koramangala 4th Block,Pub,Continental,1400,Pubs and bars
1522 - The Pub,No,Yes,4.2,1743,Koramangala 4th Block,Pub,North Indian,1400,Pubs and bars
The Old Fashioned Bar,No,Yes,4.5,577,Koramangala 6th Block,Bar,North Indian,1000,Pubs and bars
The Old Fashioned Bar,No,Yes,4.5,577,Koramangala 6th Block,Bar,Continental,1000,Pubs and bars
Harry's Bar + Cafe,Yes,Yes,4.2,1369,Koramangala 7th Block,"Casual Dining, Bar",American,1400,Pubs and bars
The Beer Cafe,Yes,Yes,4.2,1177,Koramangala 4th Block,Pub,Chinese,1300,Pubs and bars
The Beer Cafe,Yes,Yes,4.2,1177,Koramangala 4th Block,Pub,Italian,1300,Pubs and bars
Cheers Pub Bar & Restro,No,Yes,3.7,0,Koramangala 4th Block,"Pub, Bar",Continental,1100,Pubs and bars
Cheers Pub Bar & Restro,No,Yes,3.7,0,Koramangala 4th Block,"Pub, Bar",Pizza,1100,Pubs and bars
Cheers Pub Bar & Restro,No,Yes,3.7,0,Koramangala 4th Block,"Pub, Bar",North Indian,1100,Pubs and bars
Nandhana Palace,No,Yes,4.1,819,Koramangala 4th Block,"Casual Dining, Bar",North Indian,800,Pubs and bars
Nandhana Palace,No,Yes,4.1,819,Koramangala 4th Block,"Casual Dining, Bar",Chinese,800,Pubs and bars
The Local - Terrace Drinkery,No,No,4.0,1408,Koramangala 6th Block,"Pub, Casual Dining",Continental,1000,Pubs and bars
The Local - Terrace Drinkery,No,No,4.0,1408,Koramangala 6th Block,"Pub, Casual Dining",American,1000,Pubs and bars
The Local - Terrace Drinkery,No,No,4.0,1408,Koramangala 6th Block,"Pub, Casual Dining",Pizza,1000,Pubs and bars
52 Wall Street,No,No,3.9,740,Koramangala 6th Block,"Bar, Casual Dining",American,1400,Pubs and bars
52 Wall Street,No,No,3.9,740,Koramangala 6th Block,"Bar, Casual Dining",Continental,1400,Pubs and bars
Cilantro,Yes,Yes,4.0,281,Koramangala 4th Block,"Casual Dining, Bar",American,1500,Pubs and bars
Cilantro,Yes,Yes,4.0,281,Koramangala 4th Block,"Casual Dining, Bar",Continental,1500,Pubs and bars
Cilantro,Yes,Yes,4.0,281,Koramangala 4th Block,"Casual Dining, Bar",North Indian,1500,Pubs and bars
Sutra Spice-The Resto Bar,No,No,3.9,35,Koramangala 4th Block,Bar,South Indian,1000,Pubs and bars
JukeBox,No,Yes,3.9,282,Koramangala 7th Block,"Casual Dining, Bar",Continental,1000,Pubs and bars
JukeBox,No,Yes,3.9,282,Koramangala 7th Block,"Casual Dining, Bar",Chinese,1000,Pubs and bars
JukeBox,No,Yes,3.9,282,Koramangala 7th Block,"Casual Dining, Bar",North Indian,1000,Pubs and bars
JukeBox,No,Yes,3.9,282,Koramangala 7th Block,"Casual Dining, Bar",Italian,1000,Pubs and bars
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,Koramangala 4th Block,Bar,North Indian,1200,Pubs and bars
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,Koramangala 4th Block,Bar,Chinese,1200,Pubs and bars
Gorilla Barfare,No,No,4.2,270,Koramangala 6th Block,"Pub, Casual Dining",Continental,1400,Pubs and bars
Gorilla Barfare,No,No,4.2,270,Koramangala 6th Block,"Pub, Casual Dining",Pizza,1400,Pubs and bars
Jimi's Beer Cafe,No,No,3.8,674,Koramangala 6th Block,Pub,American,1700,Pubs and bars
Jimi's Beer Cafe,No,No,3.8,674,Koramangala 6th Block,Pub,North Indian,1700,Pubs and bars
Jimi's Beer Cafe,No,No,3.8,674,Koramangala 6th Block,Pub,Chinese,1700,Pubs and bars
Banana Beach Bar,Yes,Yes,3.7,1015,Koramangala 6th Block,Bar,Continental,1300,Pubs and bars
Banana Beach Bar,Yes,Yes,3.7,1015,Koramangala 6th Block,Bar,Chinese,1300,Pubs and bars
Barcode,No,Yes,3.8,170,Koramangala 4th Block,Bar,South Indian,1300,Pubs and bars
Barcode,No,Yes,3.8,170,Koramangala 4th Block,Bar,North Indian,1300,Pubs and bars
Oil Pump,No,No,3.7,68,Koramangala 6th Block,Bar,Continental,1000,Pubs and bars
Primal,No,No,3.0,25,Koramangala 6th Block,Bar,Continental,2300,Pubs and bars
Samrat Regency Bar And Restaurant,No,No,3.8,29,Koramangala 6th Block,Bar,North Indian,800,Pubs and bars
Samrat Regency Bar And Restaurant,No,No,3.8,29,Koramangala 6th Block,Bar,Chinese,800,Pubs and bars
The Local - Burger Bar,No,No,3.8,152,Koramangala 6th Block,"Pub, Casual Dining",American,1500,Pubs and bars
The Local - Burger Bar,No,No,3.8,152,Koramangala 6th Block,"Pub, Casual Dining",Pizza,1500,Pubs and bars
Oye Amritsar,Yes,Yes,4.0,1871,Koramangala 6th Block,Casual Dining,North Indian,600,Buffet
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Pizza,600,Buffet
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Cafe,600,Buffet
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Italian,600,Buffet
Toscano,Yes,Yes,4.5,721,Koramangala 7th Block,Casual Dining,Italian,1500,Buffet
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,682,Koramangala 7th Block,Casual Dining,North Indian,1500,Buffet
Magnolia,Yes,Yes,4.1,675,Koramangala 3rd Block,Casual Dining,Chinese,900,Buffet
Saara's Grill n Spice - SS Lumina Hotel,No,Yes,4.3,106,Koramangala 7th Block,Casual Dining,North Indian,1000,Buffet
Zee5 Loft,Yes,No,4.4,363,Koramangala 6th Block,Cafe,Cafe,500,Cafes
Zee5 Loft,Yes,No,4.4,363,Koramangala 6th Block,Cafe,North Indian,500,Cafes
Zee5 Loft,Yes,No,4.4,363,Koramangala 6th Block,Cafe,Pizza,500,Cafes
Kargeens,Yes,No,4.1,992,Koramangala 6th Block,Cafe,Cafe,600,Cafes
Kargeens,Yes,No,4.1,992,Koramangala 6th Block,Cafe,Continental,600,Cafes
Kargeens,Yes,No,4.1,992,Koramangala 6th Block,Cafe,Italian,600,Cafes
Gudguda Prime Cafe,No,Yes,4.2,817,Koramangala 6th Block,Cafe,Cafe,800,Cafes
Gudguda Prime Cafe,No,Yes,4.2,817,Koramangala 6th Block,Cafe,Continental,800,Cafes
Gudguda Prime Cafe,No,Yes,4.2,817,Koramangala 6th Block,Cafe,Chinese,800,Cafes
Gudguda Prime Cafe,No,Yes,4.2,817,Koramangala 6th Block,Cafe,Italian,800,Cafes
Bundar,No,No,4.1,2450,Koramangala 6th Block,Cafe,Cafe,700,Cafes
Bundar,No,No,4.1,2450,Koramangala 6th Block,Cafe,Fast Food,700,Cafes
Bundar,No,No,4.1,2450,Koramangala 6th Block,Cafe,Desserts,700,Cafes
Waffle Magic,Yes,No,4.1,87,Koramangala 6th Block,Cafe,Cafe,700,Cafes
Waffle Magic,Yes,No,4.1,87,Koramangala 6th Block,Cafe,Desserts,700,Cafes
Cafe Coffee Day,Yes,No,3.7,18,Koramangala 6th Block,Cafe,Cafe,900,Cafes
Cafe Coffee Day,Yes,No,3.7,18,Koramangala 6th Block,Cafe,Fast Food,900,Cafes
Biggies Burger 'n' More,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,Cafe,400,Cafes
Biggies Burger 'n' More,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,Fast Food,400,Cafes
Entropy Cafe,Yes,No,4.1,507,Koramangala 6th Block,Cafe,Cafe,600,Cafes
Entropy Cafe,Yes,No,4.1,507,Koramangala 6th Block,Cafe,Chinese,600,Cafes
Entropy Cafe,Yes,No,4.1,507,Koramangala 6th Block,Cafe,Pizza,600,Cafes
Entropy Cafe,Yes,No,4.1,507,Koramangala 6th Block,Cafe,North Indian,600,Cafes
The Hole in the Wall Cafe,No,No,4.6,7127,Koramangala 4th Block,Cafe,Cafe,600,Cafes
The Hole in the Wall Cafe,No,No,4.6,7127,Koramangala 4th Block,Cafe,American,600,Cafes
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Pizza,600,Cafes
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Cafe,600,Cafes
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Italian,600,Cafes
Enerjuvate Studio & Cafe,Yes,Yes,4.4,467,Koramangala 4th Block,Cafe,Cafe,800,Cafes
Enerjuvate Studio & Cafe,Yes,Yes,4.4,467,Koramangala 4th Block,Cafe,Continental,800,Cafes
Enerjuvate Studio & Cafe,Yes,Yes,4.4,467,Koramangala 4th Block,Cafe,Pizza,800,Cafes
Enerjuvate Studio & Cafe,Yes,Yes,4.4,467,Koramangala 4th Block,Cafe,Desserts,800,Cafes
Stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,Cafe,850,Cafes
Stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,Italian,850,Cafes
Stoked!,No,No,4.3,295,Koramangala 4th Block,Cafe,Pizza,850,Cafes
154 Breakfast Club,Yes,Yes,4.0,1515,Koramangala 3rd Block,Cafe,Cafe,900,Cafes
154 Breakfast Club,Yes,Yes,4.0,1515,Koramangala 3rd Block,Cafe,Continental,900,Cafes
Starbucks,No,No,4.1,1359,Koramangala 7th Block,Cafe,Cafe,700,Cafes
Starbucks,No,No,4.1,1359,Koramangala 7th Block,Cafe,Desserts,700,Cafes
Qube Cafe,Yes,No,4.2,169,Koramangala 4th Block,Cafe,Cafe,700,Cafes
Qube Cafe,Yes,No,4.2,169,Koramangala 4th Block,Cafe,Desserts,700,Cafes
Attic Lounge,Yes,Yes,4.0,1241,Koramangala 4th Block,Cafe,Cafe,700,Cafes
Mustard Cafe,Yes,No,4.1,894,Koramangala 3rd Block,Cafe,Cafe,800,Cafes
Mustard Cafe,Yes,No,4.1,894,Koramangala 3rd Block,Cafe,Continental,800,Cafes
Mustard Cafe,Yes,No,4.1,894,Koramangala 3rd Block,Cafe,Italian,800,Cafes
Tata Cha,Yes,No,3.6,32,Koramangala 7th Block,Cafe,Cafe,500,Cafes
Tata Cha,Yes,No,3.6,32,Koramangala 7th Block,Cafe,North Indian,500,Cafes
Terra Bites,Yes,No,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining",Cafe,700,Cafes
Terra Bites,Yes,No,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining",Italian,700,Cafes
Terra Bites,Yes,No,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining",Continental,700,Cafes
Smise,No,No,4.0,1209,Koramangala 4th Block,Cafe,Cafe,650,Cafes
Smise,No,No,4.0,1209,Koramangala 4th Block,Cafe,Continental,650,Cafes
Smise,No,No,4.0,1209,Koramangala 4th Block,Cafe,Italian,650,Cafes
Smise,No,No,4.0,1209,Koramangala 4th Block,Cafe,Pizza,650,Cafes
Om's Cafe Prana,No,No,3.6,17,Koramangala 7th Block,Cafe,Cafe,300,Cafes
Om's Cafe Prana,No,No,3.6,17,Koramangala 7th Block,Cafe,Fast Food,300,Cafes
Khatta Meetha Teekha,Yes,No,4.3,193,Koramangala 6th Block,Quick Bites,North Indian,300,Delivery
Khatta Meetha Teekha,Yes,No,4.3,193,Koramangala 6th Block,Quick Bites,Chinese,300,Delivery
Mojo Pizza - 2X Toppings,Yes,No,4.4,115,Koramangala 6th Block,"Takeaway, Delivery",Pizza,600,Delivery
La Pino'z Pizza,Yes,No,4.1,506,Koramangala 4th Block,Quick Bites,Italian,600,Delivery
La Pino'z Pizza,Yes,No,4.1,506,Koramangala 4th Block,Quick Bites,Pizza,600,Delivery
Chaat Street,Yes,No,3.9,293,Koramangala 6th Block,Kiosk,North Indian,250,Delivery
Taco Bell,Yes,No,4.1,1963,Koramangala 6th Block,Quick Bites,American,600,Delivery
Taco Bell,Yes,No,4.1,1963,Koramangala 6th Block,Quick Bites,Fast Food,600,Delivery
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Pizza,600,Delivery
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Cafe,600,Delivery
Onesta,Yes,Yes,4.4,9080,Koramangala 4th Block,"Casual Dining, Cafe",Italian,600,Delivery
Kota Kachori,Yes,No,4.3,3618,Koramangala 6th Block,Quick Bites,Desserts,400,Delivery
Kota Kachori,Yes,No,4.3,3618,Koramangala 6th Block,Quick Bites,North Indian,400,Delivery
Podi Idly,Yes,No,4.3,656,Koramangala 6th Block,Quick Bites,South Indian,250,Delivery
Zee5 Loft,Yes,No,4.4,363,Koramangala 6th Block,Cafe,Cafe,500,Delivery
Zee5 Loft,Yes,No,4.4,363,Koramangala 6th Block,Cafe,North Indian,500,Delivery
Zee5 Loft,Yes,No,4.4,363,Koramangala 6th Block,Cafe,Pizza,500,Delivery
Tenzin Kitchen,Yes,No,4.2,534,Koramangala 7th Block,Quick Bites,Chinese,450,Delivery
Gramin,Yes,No,4.3,3461,Koramangala 7th Block,Casual Dining,North Indian,600,Delivery
Tata Cha,Yes,No,3.6,32,Koramangala 7th Block,Cafe,Cafe,500,Delivery
Tata Cha,Yes,No,3.6,32,Koramangala 7th Block,Cafe,North Indian,500,Delivery
Koramangala Social,Yes,No,4.6,4695,Koramangala 7th Block,Lounge,American,1500,Delivery
Koramangala Social,Yes,No,4.6,4695,Koramangala 7th Block,Lounge,North Indian,1500,Delivery
Koramangala Social,Yes,No,4.6,4695,Koramangala 7th Block,Lounge,Chinese,1500,Delivery
Pasta Street,Yes,Yes,4.5,263,Koramangala 4th Block,Casual Dining,Italian,1300,Delivery
Pasta Street,Yes,Yes,4.5,263,Koramangala 4th Block,Casual Dining,Pizza,1300,Delivery
Nasi And Mee,Yes,Yes,4.4,2398,Koramangala 4th Block,Casual Dining,Chinese,1000,Delivery
Oye Amritsar,Yes,Yes,4.0,1871,Koramangala 6th Block,Casual Dining,North Indian,600,Delivery
Snow'ora,Yes,Yes,4.3,343,Koramangala 4th Block,Quick Bites,Desserts,450,Delivery
Biryani Miya,Yes,No,3.8,40,Koramangala 4th Block,Delivery,North Indian,600,Delivery
Sweet Chariot,Yes,No,4.0,187,Koramangala 7th Block,"Bakery, Dessert Parlor",Fast Food,500,Delivery
Go Italia,Yes,No,4.0,782,Koramangala 6th Block,Casual Dining,Italian,750,Delivery
Go Italia,Yes,No,4.0,782,Koramangala 6th Block,Casual Dining,Pizza,750,Delivery
Go Italia,Yes,No,4.0,782,Koramangala 6th Block,Casual Dining,Fast Food,750,Delivery
Toscano,Yes,Yes,4.5,721,Koramangala 7th Block,Casual Dining,Italian,1500,Delivery
Domino's Pizza,Yes,No,3.0,291,Koramangala 4th Block,Quick Bites,Pizza,400,Delivery
Domino's Pizza,Yes,No,3.0,291,Koramangala 4th Block,Quick Bites,Fast Food,400,Delivery
Salt - Indian Restaurant Bar & Grill,Yes,Yes,4.4,682,Koramangala 7th Block,Casual Dining,North Indian,1500,Delivery
Aalishan Restaurant & Caterer,Yes,No,3.5,889,Koramangala 7th Block,Casual Dining,North Indian,650,Delivery
Smoor,Yes,No,4.2,603,Koramangala 7th Block,Dessert Parlor,Desserts,900,Delivery
Biggies Burger 'n' More,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,Cafe,400,Delivery
Biggies Burger 'n' More,Yes,No,3.8,108,Koramangala 6th Block,Quick Bites,Fast Food,400,Delivery
Hotel Tom's Restaurant,Yes,No,4.0,69,Koramangala 6th Block,Casual Dining,Chinese,1000,Delivery
Hotel Tom's Restaurant,Yes,No,4.0,69,Koramangala 6th Block,Casual Dining,North Indian,1000,Delivery
Foreign CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,3.8,44,Koramangala 7th Block,Delivery,Continental,500,Delivery
Magnolia,Yes,Yes,4.1,675,Koramangala 3rd Block,Casual Dining,Chinese,900,Delivery
Aubree Le Chocolatier,Yes,No,3.6,19,Koramangala 6th Block,Dessert Parlor,Desserts,300,Delivery
Maria's Goan Kitchen,Yes,No,3.9,395,Koramangala 7th Block,Casual Dining,Chinese,750,Delivery
Bundar,No,No,4.1,2450,Koramangala 6th Block,Cafe,Cafe,700,Delivery
Bundar,No,No,4.1,2450,Koramangala 6th Block,Cafe,Fast Food,700,Delivery
Bundar,No,No,4.1,2450,Koramangala 6th Block,Cafe,Desserts,700,Delivery
Terra Bites,Yes,No,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining",Cafe,700,Delivery
Terra Bites,Yes,No,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining",Italian,700,Delivery
Terra Bites,Yes,No,4.0,66,Koramangala 4th Block,"Cafe, Casual Dining",Continental,700,Delivery
The Beer Cafe,Yes,Yes,4.2,1177,Koramangala 4th Block,Pub,Chinese,1300,Delivery
The Beer Cafe,Yes,Yes,4.2,1177,Koramangala 4th Block,Pub,Italian,1300,Delivery
Eshmeet Da Dhaba,Yes,No,3.1,121,Koramangala 6th Block,Casual Dining,North Indian,500,Delivery
Eshmeet Da Dhaba,Yes,No,3.1,121,Koramangala 6th Block,Casual Dining,Chinese,500,Delivery
Carrots,Yes,Yes,4.1,603,Koramangala 6th Block,Casual Dining,Italian,1100,Delivery
Carrots,Yes,Yes,4.1,603,Koramangala 6th Block,Casual Dining,North Indian,1100,Delivery
Carrots,Yes,Yes,4.1,603,Koramangala 6th Block,Casual Dining,Desserts,1100,Delivery
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,Koramangala 4th Block,Bar,North Indian,1200,Delivery
Fill N Chill Resto Bar & Pub,Yes,Yes,3.9,598,Koramangala 4th Block,Bar,Chinese,1200,Delivery
